,Node 1,Node 2,OHL Length (km),Cable Length (km),Circuit Type,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Spring Rating (MVA),Summer Rating (MVA),Autumn Rating (MVA),Dataframe,OFTO,Station,Voltage (kV),Year,Status,Wind Farm,Interconnection Type,Rated DC Voltage (kV),Rated AC Voltage (kV)
193,GLFA1-,KEIT1-,29.6,0.0,OHL,3.0087,6.8969,1.466,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
194,GLKO1-,TOMT1K,0.0,3.0,Cable,0.417,0.627,0.156,99,92.0,79.0,92.0,shet_circuits,,,,,,,,,
195,GORW2-,STRB2-,10.3,0.0,OHL,0.0618,0.5665,2.184,702,665.0,599.0,665.0,shet_circuits,,,,,,,,,
196,GRIF1S,WHIB1H,14.17,0.0,OHL,1.4476,3.3191,0.704,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
197,GRIF1T,WHIB1G,14.17,0.0,OHL,1.4476,3.3191,0.704,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
198,GRUB1Q,MOSS1S,2.73,0.0,OHL,0.1392,0.6115,0.142,224,211.0,189.0,211.0,shet_circuits,,,,,,,,,
199,GRUB1R,MOSS1T,2.73,0.0,OHL,0.1392,0.6115,0.142,224,211.0,189.0,211.0,shet_circuits,,,,,,,,,
200,INNE1J,INNE1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
201,INNE1J,KNOC1J,0.0,4.57,Cable,0.1051,0.3818,6.326,158,150.0,150.0,150.0,shet_circuits,,,,,,,,,
202,INNE1K,INNE1L,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
203,INNE1L,KNOC1J,0.0,4.48,Cable,0.1042,0.3784,6.27,158,150.0,150.0,150.0,shet_circuits,,,,,,,,,
204,INNE1Q,SLKB1J,1.97,0.0,OHL,0.1005,0.4413,0.102,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
205,INNE1R,SLKB1K,1.97,0.0,OHL,0.1005,0.4413,0.102,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
206,INRU1Q,PEHG1Q,1.8,0.0,OHL,0.0918,0.4032,0.094,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
207,INRU1R,PEHG1R,1.8,0.0,OHL,0.0918,0.4032,0.094,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
208,INRU1S,PEHE1-,0.0,3.0,Cable,0.0687,0.2536,4.105,186,186.0,186.0,186.0,shet_circuits,,,,,,,,,
209,INRU1S,SFER1J,11.3,0.0,OHL,0.6,2.379,0.617,195,181.0,157.0,181.0,shet_circuits,,,,,,,,,
210,INVE1J,INVE1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
211,INVE1K,SLOY1E,21.4,0.0,OHL,2.1684,4.9712,1.051,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
212,INVR1-,INVR1A,6.18,0.0,OHL,0.6294,1.4386,0.305,132,126.0,106.0,126.0,shet_circuits,,,,,,,,,
213,INVR1-,INVR1B,6.18,0.0,OHL,0.6294,1.4386,0.305,132,126.0,106.0,126.0,shet_circuits,,,,,,,,,
214,INVR1-,SLOY1K,11.22,0.0,OHL,1.14,2.614,0.55,132,126.0,106.0,126.0,shet_circuits,,,,,,,,,
215,INVR1-,SLOY1T,5.82,0.0,OHL,0.59,1.356,0.285,132,126.0,106.0,126.0,shet_circuits,,,,,,,,,
216,INVR1A,INVR1C,0.0,4.4,Cable,0.1393,0.4267,5.615,130,130.0,130.0,130.0,shet_circuits,,,,,,,,,
217,INVR1B,INVR1D,0.0,4.4,Cable,0.1396,0.4277,5.627,130,130.0,130.0,130.0,shet_circuits,,,,,,,,,
218,INVR1C,KIIN1-,23.0,0.0,OHL,2.3423,5.3538,1.134,132,126.0,106.0,126.0,shet_circuits,,,,,,,,,
219,INVR1D,KIIN1-,23.0,0.0,OHL,2.3423,5.3538,1.134,132,126.0,106.0,126.0,shet_circuits,,,,,,,,,
220,KEIT1J,MACD1Q,37.8,0.0,OHL,3.84,8.8,1.87,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
221,KEIT1K,MACD1R,37.77,0.0,OHL,3.84,8.8,1.87,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
222,KEIT3-,KEIT3A,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
223,KIIN1-,LOCH1-,2.4,0.0,OHL,0.25,0.58,0.12,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
224,KIIN1-,SFIL1Q,21.6,0.0,OHL,2.19,5.2,1.03,111,103.0,89.0,103.0,shet_circuits,,,,,,,,,
225,KILC1Q,NANT1Q,4.2,0.0,OHL,0.59,1.03,0.19,99,92.0,79.0,92.0,shet_circuits,,,,,,,,,
226,KILC1Q,TAYN1Q,7.6000000000000005,0.0,OHL,1.07,1.78,0.37,99,92.0,79.0,92.0,shet_circuits,,,,,,,,,
227,KILO1-,LUND1-,15.2,0.0,OHL,1.054,3.441,0.775,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
228,KINT1-,KINT1B,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
229,KINT1-,KINT1P,0.0,0.27,Cable,0.01,0.0154,0.354,148,140.0,140.0,140.0,shet_circuits,,,,,,,,,
230,KINT1-,KINT1R,0.0,0.26,Cable,0.01,0.0148,0.341,148,140.0,140.0,140.0,shet_circuits,,,,,,,,,
231,KINT1-,KINT1T,0.0,0.6,Cable,0.0135,0.0343,0.787,165,141.0,141.0,141.0,shet_circuits,,,,,,,,,
232,KINT1-,KINT1U,0.0,0.6,Cable,0.0135,0.0343,0.787,165,141.0,141.0,141.0,shet_circuits,,,,,,,,,
233,KINT2J,KINT2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
234,KINT2J,PERS2R,28.2,0.0,OHL,0.14,1.23,7.42,1090,1030.0,925.0,1030.0,shet_circuits,,,,,,,,,
235,KINT2K,PEHE2R,50.4,0.0,OHL,0.26,2.19,13.22,1090,1030.0,920.0,1030.0,shet_circuits,,,,,,,,,
236,KNOC2J,KNOC2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
237,KNOC2J,KNOC2L,0.0,1.47,Cable,0.01,0.042,8.36,930,900.0,900.0,900.0,shet_circuits,,,,,,,,,
238,KNOC2J,KNOC2N,0.0,0.51,Cable,0.01,0.0157,3.005,850,793.0,793.0,793.0,shet_circuits,,,,,,,,,
239,KNOC2K,KNOC2M,0.0,1.29,Cable,0.01,0.037,7.336,930,900.0,900.0,900.0,shet_circuits,,,,,,,,,
240,KNOC2K,KNOC2P,0.0,0.17,Cable,0.01,0.01,1.006,850,793.0,793.0,793.0,shet_circuits,,,,,,,,,
241,KNOC2N,TOMT2K,18.6,0.0,OHL,0.093,1.023,3.962,810,765.0,685.0,765.0,shet_circuits,,,,,,,,,
242,KNOC2P,TOMT2J,18.6,0.0,OHL,0.093,1.023,3.962,810,765.0,685.0,765.0,shet_circuits,,,,,,,,,
243,LAGG1R,MILW1S,5.7,0.0,OHL,0.648,1.344,0.276,254,247.0,237.0,247.0,shet_circuits,,,,,,,,,
244,LOCB1J,LOCB1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
245,LOCB1J,LOCB1L,0.0,0.83,Cable,0.0049,0.0635,1.489,373,373.0,373.0,373.0,shet_circuits,,,,,,,,,
246,LOCB1J,SHIN1-,12.19,0.0,OHL,1.2402,2.8392,0.602,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
247,LOCB1K,LOCB1M,0.0,0.92,Cable,0.0055,0.0704,1.651,373,373.0,373.0,373.0,shet_circuits,,,,,,,,,
248,LOCB1K,SHIN1-,12.18,0.0,OHL,1.239,2.8364,0.604,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
249,LOCB2J,LOCB2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
250,LOCB2K,STRB2-,18.9,0.0,OHL,0.1134,1.0395,4.007,702,665.0,599.0,665.0,shet_circuits,,,,,,,,,
251,LUIC1Q,ORRI1S,5.4,0.0,OHL,0.1271,1.1789,0.285,464,446.0,414.0,446.0,shet_circuits,,,,,,,,,
252,LUIC1R,ORRI1T,5.53,0.0,OHL,0.1301,1.2064,0.292,464,446.0,414.0,446.0,shet_circuits,,,,,,,,,
253,LUMB1Q,SFER1K,6.3,0.0,OHL,0.64,1.46,0.31,133,124.0,107.0,124.0,shet_circuits,,,,,,,,,
254,LUMB1Q,STRI1Q,7.9,0.0,OHL,0.71,1.84,0.395,133,124.0,107.0,124.0,shet_circuits,,,,,,,,,
255,LUMB1R,SFER1J,6.3,0.0,OHL,0.64,1.46,0.31,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
256,LUMB1R,STRI1R,7.9,0.0,OHL,0.71,1.84,0.395,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
257,LUNA1Q,TEAL1-,17.9,0.0,OHL,0.78,3.91,0.94,183,160.0,149.0,160.0,shet_circuits,,,,,,,,,
258,LUNA1R,TEAL1-,17.9,0.0,OHL,0.78,3.91,0.94,183,160.0,149.0,160.0,shet_circuits,,,,,,,,,
259,MELG1J,MELG1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
260,MELG1J,STRL1-,0.0,10.0,Cable,0.0752,0.806,18.176,317,277.0,277.0,277.0,shet_circuits,,,,,,,,,
261,MELG4J,MELG4K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
262,MELG4J,TUMM4-,53.19,0.0,OHL,0.0689,1.0183,32.161,2780,2670.0,2480.0,2670.0,shet_circuits,,,,,,,,,
263,MILC1R,MILC1S,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
264,MILC1R,MILC1T,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
265,MILC1S,MILC1V,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
266,MILC1S,TEAL1-,6.8,0.0,OHL,0.29,1.48,0.36,183,160.0,149.0,160.0,shet_circuits,,,,,,,,,
267,MILC1T,TEAL1-,6.8,0.0,OHL,0.29,1.48,0.36,183,160.0,149.0,160.0,shet_circuits,,,,,,,,,
268,MILW1Q,MILW1S,1.3,0.0,OHL,0.065,0.2691,0.073,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
269,MOSS1Q,MOSS1S,0.21,0.0,OHL,0.0191,0.0504,0.01,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
270,MOSS1R,MOSS1T,0.21,0.0,OHL,0.0191,0.0504,0.01,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
271,MOTA1Q,SHIN1-,31.2,0.0,OHL,3.37,7.72,1.64,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
272,MOTA1R,SHIN1-,31.2,0.0,OHL,3.37,7.72,1.64,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
273,MYBS1Q,SPIT1J,3.99,0.0,OHL,0.3643,0.9289,0.198,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
274,MYBS1R,SPIT1J,3.99,0.0,OHL,0.3643,0.9289,0.198,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
275,MYBS1S,SPIT1M,4.5,0.0,OHL,0.104,1.002,0.237,463,444.0,415.0,444.0,shet_circuits,,,,,,,,,
276,MYBS1T,SPIT1K,4.5,0.0,OHL,0.104,1.002,0.237,463,444.0,415.0,444.0,shet_circuits,,,,,,,,,
277,MYBS3M,MYBS3N,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
278,NAIR1Q,SLKB1L,26.33,0.0,OHL,1.3428,5.8979,1.369,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
279,NAIR1R,SLKB1M,26.33,0.0,OHL,1.3428,5.8979,1.369,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
280,NEDE2J,PEHE2-,30.04,0.0,OHL,0.1502,1.3215,7.929,1090,1030.0,925.0,1030.0,shet_circuits,,,,,,,,,
281,ORRI1Q,ORRI1S,0.0,1.0,Cable,0.01,0.01,0.0,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
282,ORRI1R,ORRI1T,0.0,1.0,Cable,0.01,0.01,0.0,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
283,PEHE2-,PEHE2Q,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
284,PEHE2-,PEHE2S,0.0,1.0,Cable,0.01,0.033,14.21,776,776.0,776.0,776.0,shet_circuits,,,,,,,,,
285,PEHE2-,PEHEMEC6,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
286,PEHE2R,PEHERSV2,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
287,PEHE2T,PEHERSV1,0.0,1.0,Cable,0.01,0.032,13.51,776,776.0,776.0,776.0,shet_circuits,,,,,,,,,
288,PEHE2U,PEHEMEC5,0.0,1.0,Cable,0.01,0.021,5.25,313,313.0,313.0,313.0,shet_circuits,,,,,,,,,
289,PEHE2V,PEHEMEC3,0.0,1.0,Cable,0.01,0.021,5.25,313,313.0,313.0,313.0,shet_circuits,,,,,,,,,
290,PEHE2W,PEHEMEC1,0.0,1.0,Cable,0.01,0.021,5.25,313,313.0,313.0,313.0,shet_circuits,,,,,,,,,
291,PEHEMEC1,PEHEMEC2,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
292,PEHEMEC1,PEHEMEC6,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
293,PEHEMEC2,PEHEMEC3,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
294,PEHEMEC2,PEHERSV2,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
295,PEHEMEC3,PEHEMEC4,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
296,PEHEMEC4,PEHEMEC5,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
297,PEHEMEC4,PEHERSV1,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
298,PEHEMEC5,PEHEMEC6,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
299,PERS1Q,PERS1R,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
300,PERS1Q,WIOW1R,0.0,3.7,Cable,0.084,0.221,5.104,155,129.0,129.0,129.0,shet_circuits,,,,,,,,,
301,PERS1R,WIOW1Q,0.0,3.7,Cable,0.084,0.221,5.104,155,129.0,129.0,129.0,shet_circuits,,,,,,,,,
302,PERS2Q,PERS2R,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
303,QUOI1-,QUOI1Q,1.6,0.0,OHL,0.12,0.28,0.05,150,142.0,128.0,142.0,shet_circuits,,,,,,,,,
304,RANN1Q,TUMB1Q,23.8,0.0,OHL,2.42,5.51,1.18,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
305,RANN1R,TUMB1R,23.8,0.0,OHL,2.42,5.51,1.18,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
306,SFEG1Q,SFEG1S,0.0,0.4,Cable,0.01,0.034,0.46,160,135.0,135.0,135.0,shet_circuits,,,,,,,,,
307,SFEG1Q,SFER1L,2.1,0.0,OHL,0.25,0.49,0.1,150,142.0,128.0,142.0,shet_circuits,,,,,,,,,
308,SFEG1R,SFEG1T,0.0,0.4,Cable,0.01,0.034,0.46,160,135.0,135.0,135.0,shet_circuits,,,,,,,,,
309,SFEG1R,SFER1M,2.1,0.0,OHL,0.25,0.49,0.1,150,142.0,128.0,142.0,shet_circuits,,,,,,,,,
310,SFEG1S,SFEG1T,0.0,1.0,Cable,0.01,0.01,0.0,100,100.0,100.0,100.0,shet_circuits,,,,,,,,,
311,SFEM1Q,SFER1L,1.9,1.1,Composite,0.382,0.557,1.871,132,122.0,106.0,122.0,shet_circuits,,,,,,,,,
312,SFEM1R,SFER1M,1.9,1.1,Composite,0.382,0.557,1.871,132,122.0,106.0,122.0,shet_circuits,,,,,,,,,
313,SFER1J,SFER1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
314,SFER1J,SFER1M,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
315,SFER1K,SFER1L,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
316,SFER1L,SFER1M,0.0,1.0,Cable,0.01,0.01,0.0,100,100.0,100.0,100.0,shet_circuits,,,,,,,,,
317,SLKB1J,SLKB1L,0.0,1.5,Cable,0.0159,0.0956,2.316,306,253.0,253.0,253.0,shet_circuits,,,,,,,,,
318,SLKB1K,SLKB1M,0.0,1.5,Cable,0.0159,0.0956,2.316,306,253.0,253.0,253.0,shet_circuits,,,,,,,,,
319,SLOY1A,SLOY1K,0.0,0.8,Cable,0.0054,0.124,1.12,213,190.0,190.0,190.0,shet_circuits,,,,,,,,,
320,SLOY1A,SLOY1M,0.49,0.01,Composite,0.05,0.1154,0.023,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
321,SLOY1B,SLOY1K,0.0,0.8,Cable,0.0054,0.124,1.12,213,190.0,190.0,190.0,shet_circuits,,,,,,,,,
322,SLOY1B,SLOY1L,0.49,0.01,Composite,0.05,0.1154,0.023,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
323,SLOY1C,SLOY1J,0.0,0.8,Cable,0.0054,0.124,1.12,213,190.0,190.0,190.0,shet_circuits,,,,,,,,,
324,SLOY1C,SLOY1N,0.6,0.0,OHL,0.0643,0.1457,0.03,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
325,SLOY1D,SLOY1J,0.0,0.8,Cable,0.0054,0.124,1.12,213,190.0,190.0,190.0,shet_circuits,,,,,,,,,
326,SLOY1D,SLOY1P,0.6,0.0,OHL,0.0643,0.1457,0.03,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
327,SLOY1E,SLOY1J,0.0,1.2,Cable,0.0082,0.186,1.68,213,190.0,190.0,190.0,shet_circuits,,,,,,,,,
328,SLOY1F,SLOY1K,0.0,1.2,Cable,0.0082,0.186,1.68,213,190.0,190.0,190.0,shet_circuits,,,,,,,,,
329,SLOY1J,SLOY1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
330,SLOY1J,SLOY1T,5.4,0.0,OHL,0.547,1.254,0.266,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
331,SPIT2J,SPIT2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
332,SPIT2J,THUS2J,12.1,0.0,OHL,0.0605,0.6655,2.577,965,925.0,865.0,925.0,shet_circuits,,,,,,,,,
333,SPIT2K,SPIT2R,0.0,1.0,Cable,0.01,0.01,0.0,960,960.0,960.0,960.0,shet_circuits,,,,,,,,,
334,SPIT2K,THUS2K,12.1,0.0,OHL,0.0605,0.6655,2.577,965,925.0,865.0,925.0,shet_circuits,,,,,,,,,
335,STRW12,STRW1C,0.0,0.35,Cable,0.01,0.0631,0.48,200,178.0,178.0,178.0,shet_circuits,,,,,,,,,
336,TEAL2J,TEAL2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
337,THUS1J,THUS1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
338,TOMT1J,TOMT1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
339,TOMT1J,TOMT1M,0.0,0.14,Cable,0.29,1.59,18.77,261,237.0,237.0,237.0,shet_circuits,,,,,,,,,
340,TOMT1K,TOMT1L,0.0,0.13,Cable,0.27,1.5,17.6,261,237.0,237.0,237.0,shet_circuits,,,,,,,,,
341,TUMM2J,TUMM2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
342,WHIB1A,WHIB1C,0.0,2.93,Cable,0.0896,0.2773,3.437,153,140.0,140.0,140.0,shet_circuits,,,,,,,,,
343,WHIB1B,WHIB1D,0.0,2.93,Cable,0.0896,0.2773,3.437,153,140.0,140.0,140.0,shet_circuits,,,,,,,,,
344,WHIB1C,WHIB1E,3.57,0.0,OHL,0.3644,0.8355,0.177,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
345,WHIB1D,WHIB1F,3.57,0.0,OHL,0.3644,0.8355,0.177,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
346,WHIB1E,WHIB1G,0.0,0.44,Cable,0.0134,0.0416,0.515,153,140.0,140.0,140.0,shet_circuits,,,,,,,,,
347,WHIB1F,WHIB1H,0.0,0.44,Cable,0.0134,0.0416,0.515,153,140.0,140.0,140.0,shet_circuits,,,,,,,,,
348,WIOW1Q,WOHI1Q,0.0,3.4,Cable,0.075,0.29,3.908,174,147.0,147.0,147.0,shet_circuits,,,,,,,,,
349,WIOW1R,WOHI1R,0.0,3.4,Cable,0.075,0.29,3.908,174,147.0,147.0,147.0,shet_circuits,,,,,,,,,
350,AREC1-,MAHI1-,7.615,1.613,Composite,0.4363,1.668,2.5345,214.0,195.0,195.0,195.0,spt_circuits,,,,,,,,,
351,AREC3-,GLAP3-,10.79,5.931,Composite,10.2827,40.2207,0.7392,40.0,38.0,38.0,38.0,spt_circuits,,,,,,,,,
352,AUCH2-,MAHI2-,14.5,0.0,OHL,0.109,0.8301,2.9503,570.0,570.0,570.0,570.0,spt_circuits,,,,,,,,,
353,AUCW1-,HADH1-,0.0,18.0,Cable,1.83,3.88,0.96,140.0,140.0,140.0,140.0,spt_circuits,,,,,,,,,
354,AUCW1-,MAYB1-,0.0,0.07,Cable,0.0,0.009,0.0682,140.0,140.0,140.0,140.0,spt_circuits,,,,,,,,,
355,BAGA1Q,BONN1-,18.3,0.0,OHL,0.716,3.8726,0.9882,171.0,152.0,152.0,152.0,spt_circuits,,,,,,,,,
356,BAGA1Q,DRCR1Q,4.71,3.39,Composite,0.5756,1.4393,2.8779,146.0,146.0,146.0,146.0,spt_circuits,,,,,,,,,
357,BAGA1R,DRCR1Q,18.4,0.0,OHL,0.72,3.8943,0.9935,171.0,152.0,152.0,152.0,spt_circuits,,,,,,,,,
358,BAGA1R,DRCR1R,4.71,3.38,Composite,0.5752,1.4382,2.8701,146.0,146.0,146.0,146.0,spt_circuits,,,,,,,,,
359,BAIN1Q,BONN1-,7.02,0.08,Composite,0.2761,1.4801,0.4755,114.0,114.0,114.0,114.0,spt_circuits,,,,,,,,,
360,BAIN1R,BONN1-,7.02,0.28,Composite,0.2797,1.4992,0.7089,114.0,114.0,114.0,114.0,spt_circuits,,,,,,,,,
361,BLAH1-,DUNH1Q,1.15,0.0,OHL,0.0294,0.2043,0.0733,418.0,386.0,386.0,386.0,spt_circuits,,,,,,,,,
362,BLAH1-,DUNH1R,1.15,0.0,OHL,0.0294,0.2043,0.0733,466.0,430.0,418.0,430.0,spt_circuits,,,,,,,,,
363,BLAH1-,GLGL1Q,12.6,0.435,Composite,0.4848,2.7278,1.2134,134.0,123.0,123.0,123.0,spt_circuits,,,,,,,,,
364,BLAH1-,GLGL1R,12.6,0.44,Composite,0.485,2.7281,1.2195,134.0,123.0,123.0,123.0,spt_circuits,,,,,,,,,
365,BLCW3-,BLKS3-,0.0,2.801,Cable,0.3875,1.2246,0.6574,61.2,61.2,61.2,61.2,spt_circuits,,,,,,,,,
366,BLKL1-,WISH1-,5.33,6.13,Composite,0.6542,1.8052,6.2962,161.0,154.0,140.0,154.0,spt_circuits,,,,,,,,,
367,BLLX1-,LINM1Q,12.85,5.24,Composite,1.1339,3.1699,7.5599,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
368,BONB2J,DENN2-,19.894,0.0,OHL,0.054,0.7739,5.8126,1500.0,1500.0,1500.0,1500.0,spt_circuits,,,,,,,,,
369,BONB4-,DENN4-,19.894,0.0,OHL,0.0255,0.3658,12.2976,2570.0,2570.0,2508.0,2570.0,spt_circuits,,,,,,,,,
370,BONN1-,CUMB1Q,10.89,0.0,OHL,0.4305,2.4371,0.5639,135.0,135.0,135.0,135.0,spt_circuits,,,,,,,,,
371,BONN1-,CUMB1R,10.89,0.0,OHL,0.4305,2.4371,0.5639,135.0,135.0,135.0,135.0,spt_circuits,,,,,,,,,
372,BONN1-,DENN1-,4.04,0.3,parallelComposite,0.1878,0.4755,1.1901,240.0,234.0,202.0,234.0,spt_circuits,,,,,,,,,
373,BONN1-,STIR1S,3.3,13.05,Composite,0.2591,1.8255,22.5303,238.0,219.0,191.0,219.0,spt_circuits,,,,,,,,,
374,BONN1-,STIR1T,3.3,13.05,Composite,0.2591,1.8255,22.5303,238.0,219.0,191.0,219.0,spt_circuits,,,,,,,,,
375,BRAP1-,GOVA1R,0.0,6.13,Cable,0.2168,0.45,11.0073,125.0,113.0,110.0,113.0,spt_circuits,,,,,,,,,
376,BRAP1-,PAIS1R,4.52,2.19,Composite,0.1309,0.9964,3.6706,274.0,274.0,274.0,274.0,spt_circuits,,,,,,,,,
377,BROX1Q,CURR1A,10.34,0.0,OHL,0.8009,2.4722,0.505,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
378,BROX1R,CURR1B,10.34,0.0,OHL,0.8009,2.4722,0.505,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
379,BUSB2-,GIFF2Q,0.0,5.0,Cable,0.037,0.134,19.636,276.0,240.0,240.0,240.0,spt_circuits,,,,,,,,,
380,BUSB2-,GIFF2R,0.0,5.0,Cable,0.037,0.134,19.636,276.0,240.0,240.0,240.0,spt_circuits,,,,,,,,,
381,BUSB2-,NEIL2-,20.24,0.0,OHL,0.0856,0.8267,5.625,1120.0,1060.0,990.0,1060.0,spt_circuits,,,,,,,,,
382,BUSB2-,STHA2A,15.14,0.0,OHL,0.064,0.6181,4.2097,750.0,690.0,630.0,690.0,spt_circuits,,,,,,,,,
383,CATY1Q,DALM1-,0.0,4.65,Cable,0.1313,0.3018,6.1089,122.0,107.0,107.0,107.0,spt_circuits,,,,,,,,,
