Connection Site,etys_sub_map,HOST TO,Project ID,Project No
Robin Rigg West Offshore Wind Farm Substation,HARK1,OFTO,a0l4L0000005ipb,PRO-000195
Rochdale 132kV Substation,ROCH1,NGET,a0l4L0000005iR8,PRO-001316
Rochdale 275kV Substation,ROCH2,NGET,a0l4L0000005iuU,PRO-001805
Rocksavage 400kV Substation,ROCK4,NGET,a0l4L0000005iq3,PRO-000204
Roger Hill Farm 132kV substation,0,SPT,a0l8e000000exIj,PRO-003708
Roosecote 132kV Substation,0,NGET,a0l4L0000005iS1,PRO-000919
Rothienorman 400kV Substation,0,SHET,a0l4L0000005iSu,PRO-001974
Rothienorman 400kV Substation,0,SHET,a0l4L0000005iZ1,PRO-001971
Rothienorman 400kV Substation,0,SHET,a0l4L0000005ibt,PRO-001445
Rothienorman GSP,0,SHET,a0l4L0000005iWj,PRO-002300
Rowdown 400kV Substation,ROWD4,NGET,a0l8e000000f5cX,PRO-003938
Rowdown 400kV Substation,ROWD4,NGET,a0l8e0000011zKg,PRO-003573
Rugeley 400kV Substation,RUGE4,NGET,a0l4L0000005iu9,PRO-002215
Rugeley GSP,RUGE1,NGET,a0l4L0000005iNW,PRO-001630
RWE North Sea Offshore Substation,0,NGET,a0l4L0000005iZF,PRO-001375
Rye House 400kV Substation,RYEH4,NGET,a0l8e000000TPRA,PRO-003413
Rye House 400kV Substation,RYEH4,NGET,a0l4L0000005iza,PRO-000564-1
Rye House 400kV Substation,RYEH4,NGET,a0l4L0000005iza,PRO-000564-2
Rye House GSP,RYEH1,NGET,a0l4L0000005ipY,PRO-000191
Ryhall (Network Rail) GSP,RYHA4,NGET,a0l4L0000005iNf,PRO-001643
Ryhall 400kV Substation,RYHA4,NGET,a0l8e0000012eoA,PRO-004375
Saltcoats 132kV Substation,0,SPT,a0l8e00000120O1,PRO-003631
Saltcoats 132kV Substation,0,SPT,a0l8e0000010wkg,PRO-002813
Saltend North GSP,SAEN1,NGET,a0l4L0000005itU,PRO-002236
Saltend South 400kV Substation,SAES2,NGET,a0l4L0000005imD,PRO-000059
Saltholme GSP,SALH1,NGET,a0l8e000000f6uB,PRO-003993
Sandford 400kV,SAFO4,NGET,a0l8e0000010wRX,PRO-002600
Sandy Knowe Wind Farm 132kV Substation,0,SPT,a0l4L0000005it1,PRO-000345-1
Sandy Knowe Wind Farm 132kV Substation,0,SPT,a0l4L0000005it1,PRO-000345-2
Sanquhar 132/33kV Substation,0,SPT,a0l4L0000005it6,PRO-000352
Sanquhar 132/33kV Substation,0,SPT,a0l4L0000005iZ8,PRO-001366
Scaraben 132kV Offshore Substation,0,SHET,a0l4L0000005iul,PRO-002401
Scarning 400kV Substation,0,NGET,a0l8e000000TPN2,PRO-003275
Scatsta 132kV Substation,0,SHET,a0l8e0000010wXp,PRO-002669
Sclenteuch Energy Park 132kV,0,SPT,a0l4L0000005iuv,PRO-002195
Scoop Hill Wind Farm 132kV Substation,0,SPT,a0l4L0000005ism,PRO-000327
Seabank 400kV Substation,SEAB4,NGET,a0l4L0000005im6,PRO-000052
Seabank 400kV Substation,SEAB4,NGET,a0l4L0000005icu,PRO-001068
Seabank GSP,SEAB1,NGET,a0l8e000001HxRI,PRO-004255
Sealand 400kV Substation,0,NGET,a0l8e000000ew37,PRO-003652
Sealtainn 275kV Offshore,0,SHET,a0l8e0000010wXu,PRO-002670
Sellindge 132kV Substation,SELL1,NGET,a0l4L0000005iW2,PRO-000264
Sellindge 400kV Substation,SELL4,NGET,a0l8e000000TPc5,PRO-003445
Sellindge 400kV Substation,SELL4,NGET,a0l4L0000005icv,PRO-001067
Sellindge 400kV Substation,SELL4,NGET,a0l4L0000005iki,PRO-002206
Sellindge West 400kV,SELL4,NGET,a0l8e000000TPR5,PRO-003412
Shaftesbury 132kV Substation,0,NGET,a0l4L0000005iY3,PRO-002167
Sheirdrim 132kV Substation,0,SHET,a0l4L0000005icw,PRO-001066
Shepherds Rig Wind Farm 132kV Substation,0,SPT,a0l4L0000005io9,PRO-000511
Sheringham Shoal 33/132kV Offshore Substations,NORM1,OFTO,a0l4L0000005iqA,PRO-000211
Shin GSP,0,SHET,a0l4L0000005iSO,PRO-000916
Shin GSP,0,SHET,a0l4L0000005iVe,PRO-000188
Shin GSP,0,SHET,a0l4L0000005iNj,PRO-001819
Shipley Road,0,NGET,a0l8e000000exIe,PRO-003707
Shrewsbury 400kV Substation,SHRE4,NGET,a0l8e000000f4e1,PRO-003859
Shrewsbury 400kV Substation,SHRE4,NGET,a0l8e000000TPAh,PRO-003172
Shrewsbury GSP,SHRE1,NGET,a0l4L0000005iiC,PRO-001146
Sizewell 132kV Substation,SIZE1,NGET,a0l4L0000005ioQ,PRO-000144
Sizewell 400kV Substation,SIZE4,NGET,a0l4L0000005ioP,PRO-000145-1
Sizewell 400kV Substation,SIZE4,NGET,a0l4L0000005ioP,PRO-000145-2
Slickly 132/33kV Substation,0,SHET,a0l4L0000005ifv,PRO-001517-1
Slickly 132/33kV Substation,0,SHET,a0l4L0000005ifv,PRO-001517-2
Sloy GSP,0,SHET,a0l4L0000005iVb,PRO-000181
Sloy GSP,0,SHET,a0l4L0000005ipT,PRO-000182
Smeaton 400kV,0,SPT,a0l8e0000010xIg,PRO-003053
Smeaton 400kV,0,SPT,a0l8e0000010wUM,PRO-002635
Somerset Energy Park Substation,0,NGET,a0l8e0000011yGU,PRO-003512
South Humber Bank 400kV Substation,SHBA4,NGET,a0l4L0000005itJ,PRO-001096
South Humber Bank 400kV Substation,SHBA4,NGET,a0l4L0000005itw,PRO-000366
Southery 400kV Substation,0,NGET,a0l4L0000005ivg,PRO-002172
Spalding North 400kV Substation,SPLN4,NGET,a0l4L0000005iq5,PRO-000206
Spalding North 400kV Substation,SPLN4,NGET,a0l4L0000005irD,PRO-000249-1
Spalding North 400kV Substation,SPLN4,NGET,a0l4L0000005irD,PRO-000249-2
Spennymoor 400kV Substation,SPEN4,NGET,a0l4L0000005ieQ,PRO-001138
Spennymoor 400kV Substation,SPEN4,NGET,a0l4L0000005ib9,PRO-002035
Spennymoor 400kV Substation,SPEN4,NGET,a0l8e000000ewj7,PRO-003681
Spennymoor 400kV Substation,SPEN4,NGET,a0l4L0000005ibF,PRO-002041-1
Spennymoor 400kV Substation,SPEN4,NGET,a0l4L0000005ibF,PRO-002041-2
Spirebush 132kV Substation,0,SPT,a0l4L0000005j1V,PRO-001692
Spittal 275kV Substation,0,SHET,a0l4L0000005j8z,PRO-002523
Spittal 400kV,0,SHET,a0l8e00000120Ig,PRO-003618
SSE OFFSHORE 1 379/66KV OFFSHORE SUBSTATION,0,SPT,a0l4L0000005iec,PRO-001488
SSE OFFSHORE 2 220/66KV OFFSHORE SUBSTATION,0,SHET,a0l4L0000005iee,PRO-001491
SSE Offshore 3 220/66kV Offshore Substation,0,SHET,a0l4L0000005ied,PRO-001489
Stalybridge 275kV Substation,STAL2,NGET,a0l4L0000005iuV,PRO-001940
Stalybridge 400kV Substation,STAL4,NGET,a0l4L0000005iRc,PRO-001924
Staythorpe 400kv,STAY4,NGET,a0l4L0000005imB,PRO-000057
Staythorpe 400kV Substation,STAY4,NGET,a0l4L0000005iNY,PRO-001634-1
Staythorpe 400kV Substation,STAY4,NGET,a0l4L0000005iNY,PRO-001634-2
Staythorpe 400kV Substation,STAY4,NGET,a0l4L0000005iNY,PRO-001634-3
Staythorpe 400kV Substation,STAY4,NGET,a0l4L0000005iNY,PRO-001634-4
Staythorpe 400kV Substation,STAY4,NGET,a0l4L0000005idg,PRO-002083
Staythorpe 400kV Substation,STAY4,NGET,a0l4L0000005ixD,PRO-001615
Stella North 132kV Substation,STEN1,NGET,a0l4L000002yQaD,PRO-002558
Stirling GSP,0,SPT,a0l4L0000005iWX,PRO-001816
Stocksbridge 400kV Substation,STSB4,NGET,a0l8e000000ez6u,PRO-003789
Stoke Bardolph 400kV Substation,STOB4,NGET,a0l8e000000TPQb,PRO-003405
Stoke Bardolph 400kV Substation,STOB4,NGET,a0l4L0000005iti,PRO-002191-1
Stoke Bardolph 400kV Substation,STOB4,NGET,a0l4L0000005iti,PRO-002191-2
Stoke Bardolph 400kV Substation,STOB4,NGET,a0l4L0000005iti,PRO-002191-3
Stoke Bardolph GSP,STOB1,NGET,a0l8e000000f6yf,PRO-003995
Stornoway 132/33kV Substation,0,SHET,a0l4L0000005ixY,PRO-000346
Stornoway GSP,0,SHET,a0l4L0000005iMM,PRO-002335
Stornoway GSP,0,SHET,a0l4L0000005iSX,PRO-000966
Stracathro BESS 275kV Substation,0,SHET,a0l4L0000005itt,PRO-002392
Stranoch Wind 132/33KV Substation,0,SPT,a0l4L0000005inq,PRO-000127
Strathaven 400kV,0,SPT,a0l4L0000005ivk,PRO-002183
Strathleven GSP,0,SPT,a0l8e000001205e,PRO-003610
Strathy North 132/33kV Substation,0,SHET,a0l4L0000005ihR,PRO-001553
Strathy South 132/33kV Substation,0,SHET,a0l4L0000005ix6,PRO-000183
Strathy Wood 132/33kV Substation,0,SHET,a0l4L0000005ion,PRO-000154-1
Strathy Wood 132/33kV Substation,0,SHET,a0l4L0000005ion,PRO-000154-2
Strichen GSP,0,SHET,a0l4L0000005iXh,PRO-001301-1
Strichen GSP,0,SHET,a0l4L0000005iXh,PRO-001301-2
Strichen GSP,0,SHET,a0l8e000001Hr31,PRO-004177
Stronelairg 132/33kV Substation,0,SHET,a0l4L0000005ipU,PRO-000184
Sundhope 132kV Substation,0,SPT,a0l8e0000010wgP,PRO-002767
Sundon 400kV Substation,SUND4,NGET,a0l4L0000005iu4,PRO-002174
Sundon 400kV Substation,SUND4,NGET,a0l8e0000010x1m,PRO-003051
Sundon 400kV Substation,SUND4,NGET,a0l8e0000010wPb,PRO-002586
Sundon 400kV Substation,SUND4,NGET,a0l4L0000005ifQ,PRO-001132
Sundon 400kV Substation,SUND4,NGET,a0l4L0000005ibD,PRO-002039
Sundon 400kV Substation,SUND4,NGET,a0l8e0000010wZ7,PRO-002685
Sundon 400kV Substation,SUND4,NGET,a0l8e0000010weT,PRO-002746
Sundon 400kV Substation,SUND4,NGET,a0l4L0000005ifX,PRO-001123
Sundon 400kV Substation,SUND4,NGET,a0l4L0000005ivx,PRO-001910
Sundon GSP,SUND1,NGET,a0l4L0000005iUI,PRO-001786
Sundon GSP,SUND1,NGET,a0l4L0000005iQA,PRO-001270
Sundon GSP,SUND1,NGET,a0l4L0000005inv,PRO-000473
Swaffham 400KV Substation,0,NGET,a0l8e000000eyK3,PRO-003754
Swansea North 132kV Substation,SWAN1,NGET,a0l4L0000005iyp,PRO-001282
Swansea North 275kV Substation,SWAN2,NGET,a0l8e000000TPS8,PRO-003424
Swansea North 400kV Substation,SWAN4,NGET,a0l4L0000005ia6,PRO-002009
Swansea North 400kV Substation,SWAN4,NGET,a0l4L0000005iw9,PRO-001899
Swansea North 400kV Substation,SWAN4,NGET,a0l8e000000f4xl,PRO-003900
Swansea North 400kV Substation,SWAN4,NGET,a0l4L0000005idj,PRO-002086
Swansea North 400kV Substation,SWAN4,NGET,a0l4L0000005ifa,PRO-001120-1
Swansea North 400kV Substation,SWAN4,NGET,a0l4L0000005ifa,PRO-001120-2
Swansea North 400kV Substation,SWAN4,NGET,a0l4L0000005ibI,PRO-002044
Swansea North 400kV Substation,SWAN4,NGET,a0l4L0000005ifb,PRO-001119
Swansea North 400kV Substation,SWAN4,NGET,a0l4L0000005iyg,PRO-001794
Tangy IV 132KV Substation,0,SHET,a0l8e000000exU0,PRO-003733
Tangy IV 132KV Substation,0,SHET,a0l4L0000005iz2,PRO-001408
Tarland GSP,0,SHET,a0l4L0000005iRy,PRO-000922
Taunton 400kV Substation,TAUN4,NGET,a0l8e000000f4yA,PRO-003905
Taunton 400kV Substation,TAUN4,NGET,a0l4L0000005icp,PRO-001073-1
Taunton 400kV Substation,TAUN4,NGET,a0l4L0000005icp,PRO-001073-2
Taunton GSP,TAUN1,NGET,a0l4L0000005iVx,PRO-000254
Taynuilt GSP,0,SHET,a0l8e0000010wf7,PRO-002754
Tealing 132kV Substation,0,SHET,a0l8e000000TPCE,PRO-003190
Tealing 132kV Substation,0,SHET,a0l4L0000005itb,PRO-002436
Tealing 275/33kV Substation,0,SHET,a0l8e0000012ezR,PRO-004392
Tealing 275/33kV Substation,0,SHET,a0l4L0000005ipF,PRO-000527-1
Tealing 275/33kV Substation,0,SHET,a0l4L0000005ipF,PRO-000527-2
Tealing 275/33kV Substation,0,SHET,a0l4L0000005ipF,PRO-000527-3
Tealing 400kV Substation,0,SHET,a0l8e0000010xh8,PRO-003084
Tealing IDNO 132/33kV GSP,0,SHET,a0l4L0000005iU1,PRO-001501
Teindland 132/33KV Wind Farm Substation,0,SHET,a0l4L0000005iNk,PRO-001821
Teviot Wind Farm Substation,0,SPT,a0l4L0000005iPb,PRO-000855
Thanet 33/132kV Offshore Substation,RICH1,OFTO,a0l4L0000005iqB,PRO-000212
Thimbleby 400kV substation,0,NGET,a0l8e000000exh7,PRO-003740
Thormanby 400kV Substation,0,NGET,a0l4L0000005iuy,PRO-002123
Thornton 400kV Substation,THTO4,NGET,a0l4L0000005iOs,PRO-001648
Thornton 400kV Substation,THTO4,NGET,a0l4L0000005iyl,PRO-002424
Thornton 400kV Substation,THTO4,NGET,a0l4L0000005iOr,PRO-001647
Thornton 400kV Substation,THTO4,NGET,a0l8e000000ewjR,PRO-003684
Thornton 400kV Substation,THTO4,NGET,a0l4L0000005ieb,PRO-001484-1
Thornton 400kV Substation,THTO4,NGET,a0l4L0000005ieb,PRO-001484-2
Thornton 400kV Substation,THTO4,NGET,a0l4L0000005ieb,PRO-001484-3
Thornton 400kV Substation,THTO4,NGET,a0l4L0000005ieb,PRO-001484-4
Thornton B 400kV Substation,THTO4,NGET,a0l8e000001Hpem,PRO-004141
Thorpe Marsh 400kV Substation,THOM4,NGET,a0l4L0000005ix1,PRO-001915
Thorpe Marsh 400kV Substation,THOM4,NGET,a0l4L0000005iny,PRO-000470-1
Thorpe Marsh 400kV Substation,THOM4,NGET,a0l4L0000005iny,PRO-000470-2
Thorpe Marsh 400kV Substation,THOM4,NGET,a0l4L0000005iNO,PRO-001620
Thorpe Marsh 400kV Substation,THOM4,NGET,a0l4L0000005igN,PRO-001724-1
Thorpe Marsh 400kV Substation,THOM4,NGET,a0l4L0000005igN,PRO-001724-2
Thorpe Marsh GSP,THOM1,NGET,a0l8e0000010wkv,PRO-002816
Thurcroft GSP,THUR6,NGET,a0l4L0000005iwj,PRO-002313
Thurso GSP,0,SHET,a0l4L0000005iap,PRO-001415
Thurso South 275kV Substation’,0,SHET,a0l8e000000ewOO,PRO-003655
Thurso South GSP,0,SHET,a0l4L0000005iRL,PRO-001304
Tilbury 132kV Substation,TILB1,NGET,a0l4L0000005iVq,PRO-000238
Tilbury 275kV Substation,TILB2,NGET,a0l4L0000005ivp,PRO-000494
Tod Point 275kV Substation,TODP2,NGET,a0l4L0000005iyz,PRO-001400
Toddleburn 33kV Substation,0,SPT,a0l4L0000005ipV,PRO-000185
Tolkien Farm 132kV Substation,0,SHET,a0l4L0000005ikf,PRO-002294
Tomatin 275/132 kV Substation,0,SHET,a0l8e0000010wQ0,PRO-002589
Tomatin 275/132 kV Substation,0,SHET,a0l4L0000005iha,PRO-001747
Tomchrasky Wind Farm 132kV Substation,0,SHET,a0l4L0000005ixo,PRO-002270
Tongland GSP,0,SPT,a0l8e0000010wiL,PRO-002789
Torfichen Energy Park 132kV Substation,0,SPT,a0l8e0000010wRI,PRO-002598
Torness GSP,0,SPT,a0l8e000000f41i,PRO-003826
Torness GSP,0,SPT,a0l4L0000005ioR,PRO-000146
Torr Achilty (Conan Cascade Hydro Scheme),0,SHET,a0l4L0000005iVc,PRO-000186
Tottenham GSP,TOTT1,NGET,a0l4L0000005ieG,PRO-001060
Tralorg Wind Farm 33kV Substatio,0,SPT,a0l4L0000005itA,PRO-000357
Trawsfynydd 275kV Substation,TRAW2,NGET,a0l4L0000005iVJ,PRO-000115
Trawsfynydd 275kV Substation,TRAW2,NGET,a0l8e0000012gZA,PRO-004421
Trawsfynydd GSP,TRAW1,NGET,a0l4L0000005ihM,PRO-001545
Tremorfa 275kV Substation,TREM2,NGET,a0l8e000000eybg,PRO-003765
Triton Knoll Offshore Substation,BICF4,NGET,a0l4L0000005ipZ,PRO-000193
Troston Wind Farm 132kV Substation,0,SPT,a0l4L0000005iff,PRO-001115
Tween Bridge 400kV,0,NGET,a0l8e000000exST,PRO-003724
Tween Bridge 400kV,0,NGET,a0l8e000000f4nf,PRO-003876
Tween Bridge 400kV,0,NGET,a0l4L0000005iZU,PRO-001990-1
Tween Bridge 400kV,0,NGET,a0l4L0000005iZU,PRO-001990-2
Tynemouth 275kV Substation,TYNE2,NGET,a0l8e000000f4ne,PRO-003875
Upper Boat 275kV Substation,UPPB2,NGET,a0l8e0000011zBp,PRO-003568-1
Upper Boat 275kV Substation,UPPB2,NGET,a0l8e0000011zBp,PRO-003568-2
Upper Boat 275kV Substation,UPPB2,NGET,a0l8e0000011zBp,PRO-003568-3
Upperboat 132kV Substation,UPPB1,NGET,a0l4L0000005iWR,PRO-000001
Upperboat 132kV Substation,UPPB1,NGET,a0l4L0000005iSy,PRO-000948
Upsall 400kV substation,0,NGET,a0l8e000000exh2,PRO-003739
Uskmouth 132kV Substation,USKM1,NGET,a0l4L0000005izh,PRO-000265
Uskmouth 132kV Substation,USKM1,NGET,a0l4L0000005izu,PRO-000220-1
Uskmouth 132kV Substation,USKM1,NGET,a0l4L0000005izu,PRO-000220-2
Uskmouth 275kV Substation,USKM2,NGET,a0l4L0000005ic0,PRO-002052
Uskmouth 275kV Substation,USKM2,NGET,a0l8e0000011zZ5,PRO-003590
Uskmouth 275kV Substation,USKM2,NGET,a0l4L0000005iq4,PRO-000205
Uskmouth 275kV Substation,USKM2,NGET,a0l4L0000005iyt,PRO-001357
Wakeleys 400kV,0,NGET,a0l8e000000f5Bx,PRO-003921
Walham 400kV Substation,WALH4,NGET,a0l4L000002yQZZ,PRO-002551
Walham 400kV Substation,WALH4,NGET,a0l4L0000005j8W,PRO-002522
Walney 1 33/132kV Offshore Substation,MIDL4,OFTO,a0l4L0000005iqG,PRO-000221
Walney 2 33/132kV Substation,MIDL4,OFTO,a0l4L0000005iqH,PRO-000222
Walney 3 Offshore Substation,MIDL4,NGET,a0l4L0000005iql,PRO-000239
Walney 4 Offshore Substation,MIDL4,NGET,a0l4L0000005iqm,PRO-000240
Walpole 132kV Substation,WALP1,NGET,a0l4L0000005iVR,PRO-000138
Walpole 132kV Substation,WALP1,NGET,a0l4L0000005iX9,PRO-001302
Walpole 132kV Substation,WALP1,NGET,a0l4L0000005iVj,PRO-000218
Walpole 132kV Substation,WALP1,NGET,a0l8e0000010wZd,PRO-002690
Walpole 400kV Substation,WALP4,NGET,a0l4L0000005iZa,PRO-001996
Walpole 400kV Substation,WALP4,NGET,a0l8e0000010wal,PRO-002704
Walpole 400kV Substation,WALP4,NGET,a0l4L0000005iq6,PRO-000207
Walpole 400kV Substation,WALP4,NGET,a0l4L0000005ifg,PRO-001114
Walpole 400kV Substation,WALP4,NGET,a0l4L0000005ipk,PRO-000556-1
Walpole 400kV Substation,WALP4,NGET,a0l4L0000005ipk,PRO-000556-2
Walpole 400kV Substation,WALP4,NGET,a0l4L0000005ioV,PRO-000505
Walpole 400kV Substation,WALP4,NGET,a0l4L0000005ikm,PRO-002440
Walpole 400kV Substation,WALP4,NGET,a0l8e000000exSn,PRO-003728
Waltham Cross 400kV Substation,WALX4,NGET,a0l8e000000ewXc,PRO-003665
Waltham Cross 400kV Substation,WALX4,NGET,a0l8e000000exNI,PRO-003711
Waltham Cross GSP,WALX2,NGET,a0l4L0000005icC,PRO-002070
Warley 132kV Substation,WARL1,NGET,a0l4L0000005iPN,PRO-001857
Warley 132kV Substation,WARL1,NGET,a0l4L0000005iPK,PRO-001854
Warley 275kV Substation,WARL2,NGET,a0l8e000000f6JA,PRO-003972
Warley 275kV Substation,WARL2,NGET,a0l8e000000f5dj,PRO-003939
Warley 275kV Substation,WARL2,NGET,a0l4L0000005ifh,PRO-001113
Warley 275kV Substation,WARL2,NGET,a0l4L0000005ipl,PRO-000555-1
Warley 275kV Substation,WARL2,NGET,a0l4L0000005ipl,PRO-000555-2
Warley 275kV Substation,WARL2,NGET,a0l4L0000005iPF,PRO-001848-1
Warley 275kV Substation,WARL2,NGET,a0l4L0000005iPF,PRO-001848-2
Warley 275kV Substation,WARL2,NGET,a0l4L0000005iwp,PRO-002321
Warley 275kV Substation,WARL2,NGET,a0l4L000002yQWQ,PRO-002537
Warley GSP,WARL1,NGET,a0l8e000000f64b,PRO-003947
Washway Farm GSP,WASF1,NGET,a0l4L0000005iTk,PRO-002057
Waternish Wind Farm 12KV Substation,0,SHET,a0l4L0000005ike,PRO-002295
West Andershaw 132kV Substation,0,SPT,a0l8e0000010wPR,PRO-002584
West Burton 132kV Substation,WBUR1,NGET,a0l4L0000005iYC,PRO-001323-1
West Burton 132kV Substation,WBUR1,NGET,a0l4L0000005iYC,PRO-001323-2
West Burton 132kV Substation,WBUR1,NGET,a0l4L0000005iYC,PRO-001323-3
West Burton 400kV Substation,WBUR4,NGET,a0l8e000000f6Ed,PRO-003968
West Burton 400kV Substation,WBUR4,NGET,a0l4L0000005iwu,PRO-001945
West Burton 400kV Substation,WBUR4,NGET,a0l4L0000005ilI,PRO-000369
West Burton 400kV Substation,WBUR4,NGET,a0l4L0000005ipf,PRO-000561
West Haddon 400kV,0,NGET,a0l8e000000TPRU,PRO-003417
West Haddon 400kV Substation,0,NGET,a0l8e000000f41E,PRO-003820
West Melton GSP,WMEL1,NGET,a0l8e000000evlR,PRO-003641
West of Duddon Sands 34/155kV Offshore Substation,HEYS4,OFTO,a0l4L0000005iq9,PRO-000210
West Saval Substation 132 kV,0,SHET,a0l8e0000011yC5,PRO-003510
West Weybridge 275kV Substation,WWEY2,NGET,a0l4L0000005ign,PRO-001108
West Weybridge 275kV Substation,WWEY2,NGET,a0l4L0000005ipo,PRO-000552-1
West Weybridge 275kV Substation,WWEY2,NGET,a0l4L0000005ipo,PRO-000552-2
West Weybridge 400kV Substation,WWEY4,NGET,a0l8e0000011ycr,PRO-003531
West Weybridge 400kV Substation,WWEY4,NGET,a0l8e000000TPQw,PRO-003410
West Weybridge GSP,WWEY1,NGET,a0l8e000000TPCn,PRO-003196
Wester Dod 132kV,0,SPT,a0l4L0000005iph,PRO-000559
Wester Dod 132kV,0,SPT,a0l4L0000005itG,PRO-000007
Westermost Rough Offshore Substation,HEDO2,OFTO,a0l4L0000005iqI,PRO-000223
Westfield GSP,0,SPT,a0l4L0000005iw1,PRO-002184
Westfield GSP,0,SPT,a0l4L0000005iQV,PRO-001888
Westfield GSP,0,SPT,a0l8e0000011y2m,PRO-003499
Westfield GSP,0,SPT,a0l8e0000011xxF,PRO-003483
Weston Marsh 400kV Substation,WALP4,NGET,a0l4L0000005izb,PRO-000563
Weston Marsh 400kV Substation,WALP4,NGET,a0l4L0000005iuj,PRO-002399
Weston Marsh 400kV Substation,WALP4,NGET,a0l8e0000010wgU,PRO-002768
Wether Hill 132/33KV Substation,0,SPT,a0l4L0000005ig2,PRO-001527
Whitegate 275kV Substation,WHGA2,NGET,a0l4L0000005io8,PRO-000512
Whitelaw Brae 'A' and 'B' 33kV Substations,0,SPT,a0l4L0000005isx,PRO-000341
Whitelaw Brae B 33kV Substation,0,SPT,a0l8e000000TPIW,PRO-003247
Whitelee Extension,0,SPT,a0l4L0000005igo,PRO-001107
Whitelee Extension,0,SPT,a0l4L0000005imf,PRO-000068
Whitelee GSP,0,SPT,a0l4L0000005ime,PRO-000067-1
Whitelee GSP,0,SPT,a0l4L0000005ime,PRO-000067-2
Whitson 275kV Substation,WHSO2,NGET,a0l4L0000005iwP,PRO-001124
Whitson 275kV Substation,WHSO2,NGET,a0l4L0000005iwO,PRO-001125
Whitson 275kV Substation,WHSO2,NGET,a0l4L0000005ieF,PRO-001061
Whitson 275kV Substation,WHSO2,NGET,a0l8e000000TP6f,PRO-003102
Willesden 132kV Substation,WISD1,NGET,a0l4L0000005iVS,PRO-000149
Willington 132kV Substation,WILL1,NGET,a0l4L0000005iVM,PRO-000120
Willington 132kV Substation,WILL1,NGET,a0l4L0000005izf,PRO-000242
Willington 400kV Substation,WILE4,NGET,a0l4L0000005iuY,PRO-002257
Willington 400kV Substation,WILE4,NGET,a0l4L0000005iYw,PRO-001964
Willington 400kV Substation,WILE4,NGET,a0l4L0000005ikH,PRO-001797-1
Willington 400kV Substation,WILE4,NGET,a0l4L0000005ikH,PRO-001797-2
Willington East 400kV Substation,WILE4,NGET,a0l4L0000005isl,PRO-000326
Willington East 400kV Substation,WILE4,NGET,a0l4L0000005ipp,PRO-000551-1
Willington East 400kV Substation,WILE4,NGET,a0l4L0000005ipp,PRO-000551-2
Willington East 400kV Substation,WILE4,NGET,a0l4L0000005ips,PRO-000548-1
Willington East 400kV Substation,WILE4,NGET,a0l4L0000005ips,PRO-000548-2
Willington East 400kV Substation,WILE4,NGET,a0l8e000001Hper,PRO-004142
Windy Hill Grid 132kV Substation,0,SPT,a0l8e0000012gHB,PRO-004404
Windy Hill Grid 132kV Substation,0,SPT,a0l4L0000005ib7,PRO-002032
Windy Hill Grid 132kV Substation,0,SPT,a0l4L0000005ies,PRO-001696
Windyhills 132kV Substation,0,SPT,a0l4L0000005iyF,PRO-002357
Wishaw (SPD) GSP,0,SPT,a0l8e0000011y79,PRO-003500
Wishaw 33 kV Substation,0,SPT,a0l4L0000005ixR,PRO-001433
Womblehill BESS Farm 132kV,0,SHET,a0l4L0000005itj,PRO-002197
Wrecclesham 33kV,0,NGET,a0l4L0000005iSK,PRO-001939
Wylfa 132kV Substation,WYLF1,NGET,a0l4L0000005ioD,PRO-000506
Wylfa 400kV Substation,WYLF4,NGET,a0l4L0000005ihH,PRO-001540
Wylfa 400kV Substation,WYLF4,NGET,a0l4L0000005ix8,PRO-001480
Wylfa 400kV Substation,WYLF4,NGET,a0l4L0000005ibw,PRO-001450
Wylfa 400kV Substation,WYLF4,NGET,a0l4L0000005ik5,PRO-001594
Wylfa 400kV Substation,WYLF4,NGET,a0l4L0000005iZn,PRO-001386
Wylfa 400kV Substation,WYLF4,NGET,a0l4L0000005iZr,PRO-001391
Wylfa South 400kV Substation,WYLF4,NGET,a0l4L000002yQb6,PRO-002563
Wymondley 2 400kV Substation,WYMO4,NGET,a0l8e0000010wWr,PRO-002659
Wymondley 400kV Substation,WYMO4,NGET,a0l8e000001201C,PRO-003607
Wymondley 400kV Substation,WYMO4,NGET,a0l4L0000005j9s,PRO-002529
Wymondley 400kV Substation,WYMO4,NGET,a0l4L0000005iyN,PRO-002187-1
Wymondley 400kV Substation,WYMO4,NGET,a0l4L0000005iyN,PRO-002187-2
Wymondley 400kV Substation,WYMO4,NGET,a0l4L0000005iyN,PRO-002187-3
Wymondley 400kV Substation,WYMO4,NGET,a0l4L0000005iOg,PRO-001245
Wymondley 400kV Substation,WYMO4,NGET,a0l8e0000011y2S,PRO-003496
Wymondley 400kV Substation,WYMO4,NGET,a0l4L000002yQZj,PRO-002552
Wymondley 400kV Substation,WYMO4,NGET,a0l8e000000f5Y7,PRO-003934
Wymondley 400kV Substation,WYMO4,NGET,a0l4L0000005igq,PRO-001105
Wymondley GSP,WYMO1,NGET,a0l8e0000011yd6,PRO-003534
Wymondley GSP,WYMO1,NGET,a0l4L0000005iVu,PRO-000246
Wyseby Hill Energy Farm 400kV Substation,0,SPT,a0l4L0000005iQS,PRO-001884
Yaxley 400kV Substation,YAXL4,NGET,a0l4L0000005ic1,PRO-002053
Yaxley 400kV Substation,YAXL4,NGET,a0l8e000000eww9,PRO-003688
